Store Number,City,Zip Code,County,Q1_15 Total Bottles Sold,Q1_15 Average Margin Ratio,Q1_15 Average Sale (Dollars),Q1_15 Total Sales (Dollars),Q1_15 Total Transactions,Q1_15 Average Volume per Sale (Liters),Q1_15 Total Volume Sold (Liters),Q1_15 DaysOpen,Q1_15 Average Price per Bottle (Dollars),Q1_15 Average Price per Liter (Dollars),Q1_15 Average Margin,Q1_15 Average Sales per Day
2515,MASON CITY,50401,Cerro Gordo,18254,0.33429040266,94.5574687933,272703.74,2884,6.97325242718,20110.86,12,15.6402461859,18.2740980203,31.5944140083,2996.7443956
2517,NEWTON,50208,Jasper,13713,0.334456118091,82.8039074668,180760.93,2183,6.42358680715,14022.69,13,14.1796518552,17.2098549408,27.6819102153,1986.38384615
2518,RED OAK,51566,Montgomery,5182,0.334134614371,95.6101456954,72185.66,755,7.5301589404,5685.27,13,15.2393245033,19.3833724307,31.9397218543,793.249010989
2521,WEST DES MOINES,50265,Polk,19000,0.334207793405,137.277725613,263161.4,1917,9.42866979656,18074.76,15,15.7510119979,19.4570761157,45.879504434,2891.88351648
2522,SPIRIT LAKE,51360,Dickinson,11716,0.334140449313,133.991560976,164809.62,1230,10.1406585366,12473.01,13,14.9953821138,17.5529662214,44.7505284553,1811.09472527
2523,CENTERVILLE,52544,Appanoose,5123,0.33436289543,69.9383256881,60986.22,872,5.34297018349,4659.07,12,13.4161697248,17.0859285091,23.5789793578,670.178241758
2524,DUBUQUE,52001,Dubuque,14842,0.334402293844,142.358412162,210690.45,1480,9.91287837838,14671.06,14,15.8176486486,18.771901569,47.5535405405,2315.27967033
2527,DES MOINES,50315,Polk,11594,0.334601025279,131.072884072,139068.33,1061,10.3804335533,11013.64,14,14.0724505184,16.4530196131,44.1442318567,1528.22340659
2528,DES MOINES,50315,Polk,18034,0.334630720839,126.527607251,209403.19,1655,8.68312386707,14370.57,23,14.2744108761,17.4555217235,42.3235166163,2301.13395604
2529,CEDAR RAPIDS,52405,Linn,6553,0.334930198196,77.1150205339,75110.03,974,7.55983572895,7363.28,13,11.9902669405,14.8049495472,25.93724846,825.384945055
2532,DES MOINES,50317,Polk,11038,0.335089459231,128.696837161,123291.57,958,10.9323903967,10473.23,14,12.4536430063,14.2023529989,43.2230584551,1354.85241758
2535,WEST DES MOINES,50265,Polk,11006,0.334895347756,150.516886342,157591.18,1047,10.61669532,11115.68,14,15.1414804202,18.3696682384,50.598548233,1731.77120879
2536,PLEASANT HILL,50317,Polk,11860,0.334455384062,115.67839576,163684.93,1415,7.86843816254,11133.84,17,17.4341060071,21.633825845,38.6650812721,1798.73549451
2538,WATERLOO,50702,Black Hawk,10344,0.334637497194,87.6197076372,146850.63,1676,5.7028221957,9557.93,13,16.1121002387,20.564023617,29.2944331742,1613.74318681
2539,IOWA FALLS,50126,Hardin,9776,0.334841943872,143.662684631,143950.01,1002,10.558243513,10579.36,13,15.969251497,17.5321477346,48.1381636727,1581.86824176
2543,OTTUWMA,52501,Wapello,9842,0.334277242152,86.2364281191,136167.32,1579,5.85823939202,9250.16,12,13.7998480051,17.8524540302,28.8174857505,1496.34417582
2544,MARSHALLTOWN,50158,Marshall,21387,0.334488744047,149.872798901,327172.32,2183,10.3176820889,22523.5,13,15.0971094824,17.695442434,50.1231241411,3595.30021978
2545,IOWA CITY,52245,Johnson,7512,0.3342528087,71.1491532258,105869.94,1488,4.93233870968,7339.32,12,15.3976276882,20.3378599009,23.791155914,1163.40593407
2548,ALTOONA,50009,Polk,13916,0.334577900033,119.179634888,176266.68,1479,8.77397565923,12976.71,12,13.9295875592,17.7138787022,40.0117782285,1936.99648352
2549,INDIANOLA,50125,Warren,12245,0.334599659219,150.017037351,176720.07,1178,10.7770967742,12695.42,13,14.8183870968,17.0331625328,50.2838709677,1941.97879121
2550,OSCEOLA,50213,Clarke,3329,0.334127993239,53.7610311751,44836.7,834,3.96642685851,3308.0,12,14.2060191847,16.0291389745,17.9736570743,492.710989011
2551,CHARITON,50049,Lucas,5013,0.334183317543,87.4239707835,65830.25,753,6.31432934927,4754.69,12,15.399123506,17.4608968954,29.2099070385,723.409340659
2552,CEDAR RAPIDS,52404,Linn,19747,0.334752918942,91.7290533494,228680.53,2493,6.98047733654,17402.33,13,14.5073405535,18.227924047,30.7042358604,2512.97285714
2553,CRESTON,50801,Union,5457,0.334496596594,95.3626356589,73810.68,774,7.19241602067,5566.93,13,14.9039793282,16.1357742548,31.9277777778,811.106373626
2554,DAVENPORT,52802,Scott,5495,0.334682357022,121.188425721,54655.98,451,11.2968957871,5094.9,13,11.4438580931,11.7406567416,40.5249667406,600.615164835
2555,KEOKUK,52632,Lee,11713,0.333890447958,119.036064073,156056.28,1311,8.31560640732,10901.76,13,14.5842334096,18.0167693635,39.7330739893,1714.90417582
2556,ESTHERVILLE,51334,Emmet,5750,0.334515794392,82.3225330621,80923.05,983,5.83494404883,5735.75,13,16.0810783316,19.0379525875,27.5314852492,889.264285714
2558,MOUNT PLEASANT,52641,Henry,11861,0.333944291557,169.299747475,167606.75,990,12.6144646465,12488.32,12,15.5861111111,17.5818336493,56.797010101,1841.83241758
2559,ALBIA,52531,Monroe,1879,0.334650448911,81.1932698413,25575.88,315,6.27222222222,1975.75,12,15.1471111111,16.9319984883,27.2243492063,281.053626374
2560,MARION,52302,Linn,15210,0.334497885906,109.908169087,211902.95,1928,7.94238589212,15312.92,13,15.0716960581,17.8567478018,36.7356068465,2328.60384615
2561,DES MOINES,50321,Polk,20828,0.334466752315,130.372411348,312502.67,2397,8.63320817689,20693.8,12,15.552536504,20.0422122917,43.7453483521,3434.09527473
2562,FORT DODGE,50501,Webster,6364,0.335527886656,155.223460838,85217.68,549,13.8027504554,7577.71,13,13.9449908925,13.6128035823,52.2485063752,936.458021978
2564,WATERLOO,50701,Black Hawk,6791,0.334517619465,132.630607407,89525.66,675,10.698962963,7221.8,11,14.1969185185,15.2641844797,44.3237333333,983.798461538
2565,SPENCER,51301,Clay,12917,0.334138444756,81.3721283472,176252.03,2166,6.09903047091,13210.5,13,15.0236288089,18.0033925989,27.243176362,1936.83549451
2566,KNOXVILLE,50138,Marion,5196,0.333884368079,116.681179487,68258.49,585,9.07656410256,5309.79,11,13.6205299145,18.0434324379,39.2427350427,750.093296703
2567,DAVENPORT,52806,Scott,7628,0.33475326112,50.8718554913,88008.31,1730,4.05977456647,7023.41,12,12.3903294798,15.2365265574,17.0130346821,967.124285714
2568,CEDAR RAPIDS,52402,Linn,7396,0.33461983704,89.2689774236,67219.54,753,7.65335989376,5762.98,12,12.0719920319,15.4563152569,29.8386586985,738.676263736
2569,CEDAR RAPIDS,52402,Linn,7554,0.334474765971,74.5542339008,100722.77,1351,5.56808290155,7522.48,13,14.7137823834,16.9588959631,24.9148260548,1106.84362637
2571,WATERLOO,50703,Black Hawk,11593,0.334381314083,145.496867589,147242.83,1012,10.185,10307.22,12,15.1530731225,17.4628761999,48.7430335968,1618.05307692
2572,CEDAR FALLS,50613,Black Hawk,15658,0.334526824723,85.3457046477,227702.34,2668,5.69210269865,15186.53,12,14.881607946,18.9312926588,28.5274925037,2502.22351648
2573,MUSCATINE,52761,Muscatine,18714,0.334676144867,145.049757208,286763.37,1977,10.1471876581,20060.99,15,16.986646434,20.0773689263,48.5566009105,3151.24582418
2575,WATERLOO,50702,Black Hawk,4537,0.334899569436,82.4540443213,59531.82,722,6.27150969529,4528.03,13,14.3715096953,16.2614494859,27.7012188366,654.195824176
2576,STORM LAKE,50588,Buena Vista,8015,0.33469127015,83.5454829932,122811.86,1470,6.39946258503,9407.21,12,16.1191836735,18.4649517118,28.1117823129,1349.58087912
2578,CHARLES CITY,50616,Floyd,11669,0.334400077408,146.685164011,156513.07,1067,10.8757169634,11604.39,12,14.2552202437,15.9136937705,49.0692221181,1719.92384615
2579,GRINNELL,50112,Poweshiek,3821,0.334223649888,137.811687345,55538.11,403,9.78287841191,3942.5,12,14.9614888337,15.9301784237,46.0311414392,610.308901099
2582,MASON CITY,50401,Cerro Gordo,11236,0.33443803232,108.464376417,143498.37,1323,8.89504157218,11768.14,12,13.8195993953,16.4649930269,36.3002796674,1576.90516484
2584,FORT MADISON,52627,Lee,5885,0.334762665712,81.338354067,84998.58,1045,5.69868899522,5955.13,13,15.5379330144,18.4764536221,27.1933014354,934.05032967
2585,ALGONA,50511,Kossuth,10023,0.334724210487,119.076807593,138010.02,1159,9.06485763589,10506.17,12,14.8811561691,17.3317487881,39.9826747196,1516.59362637
2587,JOHNSTON,50131,Polk,10225,0.334368339482,57.8294984202,146424.29,2532,3.96125592417,10029.9,13,15.3201184834,19.3496419312,19.4285545024,1609.05813187
2588,CEDAR RAPIDS,52403,Linn,11983,0.334573929124,129.693636364,175475.49,1353,8.59292682927,11626.23,13,16.2051367332,19.4406601732,43.3781005174,1928.30208791
2590,CEDAR RAPIDS,52402,Linn,19067,0.334552773172,96.9157981221,247716.78,2556,6.67969874804,17073.31,13,14.3300078247,19.6342181177,32.4399334898,2722.16241758
2591,ATLANTIC,50022,Cass,8867,0.333939783207,107.329761513,130512.99,1216,7.60374177632,9246.15,13,14.0085608553,17.1683502702,35.8915953947,1434.20868132
2592,MARSHALLTOWN,50158,Marshall,3903,0.33421211863,102.468700787,52054.1,508,8.37501968504,4254.51,13,13.4998425197,15.5126707764,34.2081692913,572.023076923
2593,CARROLL,51401,Carroll,22110,0.334016968742,169.395453157,332692.67,1964,11.9197352342,23410.36,12,14.6269093686,17.9863927566,56.6161354379,3655.96340659
2594,SIOUX CITY,51106,Woodbury,9693,0.334379178862,88.9154826001,135418.28,1523,6.15913328956,9380.36,12,15.2167432699,18.7756066998,29.7691135916,1488.11296703
2595,DENISON,51442,Crawford,10739,0.33440433942,161.170750988,163104.8,1012,11.746541502,11887.5,13,13.6485968379,17.829514328,54.2099703557,1792.36043956
2596,OTTUMWA,52501,Wapello,3785,0.334902603344,58.1050318471,45612.45,785,4.52798726115,3554.47,12,11.9957707006,14.8768488902,19.4809299363,501.235714286
2597,CHEROKEE,51012,Cherokee,4215,0.334892033418,162.381253561,56995.82,351,12.9650712251,4550.74,13,14.4814245014,15.1120733279,54.2481481481,626.327692308
2600,OSKALOOSA,52577,Mahaska,3432,0.334638310521,62.0021461897,39867.38,643,5.04860031104,3246.25,12,13.1739502333,14.8563593276,20.7380559876,438.103076923
2601,FAIRFIELD,52556,Jefferson,9318,0.334024308575,125.076475564,133081.37,1064,8.67270676692,9227.76,13,15.9940977444,19.1794310196,41.7580263158,1462.43263736
2602,WEBSTER CITY,50595,Hamilton,8261,0.334769431443,116.268648069,108362.38,932,8.49780042918,7919.95,13,14.0405901288,17.9736487202,38.9120708155,1190.79538462
2603,BETTENDORF,52722,Scott,18297,0.334569417056,119.550921923,271021.94,2267,7.60456109396,17239.54,12,16.707529775,20.4771624477,39.9344287605,2978.26307692
2604,LEMARS,51031,Plymouth,9325,0.334377397295,103.450676403,134589.33,1301,7.89724058417,10274.31,12,15.0942428901,19.3765519021,34.7814757879,1479.00362637
2605,CEDAR RAPIDS,52402,Linn,17094,0.33447495603,133.769189356,216171.01,1616,10.5279084158,17013.1,13,14.5922957921,18.5795599319,44.8053155941,2375.5056044
2606,HUMBOLDT,50548,Humboldt,7775,0.334178305759,111.370853789,104354.49,937,8.49183564568,7956.85,13,14.2522732124,16.8775261024,37.272678762,1146.75263736
2607,SHENANDOAH,51601,Page,7145,0.334239368518,116.45924612,105046.24,902,8.05727272727,7267.66,13,14.6513525499,18.0935984006,38.8997560976,1154.35428571
2609,AMES,50010,Story,1291,0.334606315695,57.4669327731,13677.13,238,4.46344537815,1062.3,9,13.7737815126,16.9881802721,19.2447478992,150.298131868
2611,OTTUMWA,52501,Wapello,7167,0.334046605981,109.401818182,89053.08,814,7.93402948403,6458.3,12,14.1870515971,18.8964808697,36.5823095823,978.605274725
2612,PERRY,50220,Dallas,4053,0.334795178192,71.6254178273,51427.05,718,5.77506963788,4146.5,12,13.646810585,15.297294734,24.303091922,565.132417582
2613,COUNCIL BLUFFS,51501,Pottawattamie,19239,0.334380942113,126.693124102,264408.55,2087,8.44459990417,17623.88,13,14.4888308577,18.3309374293,42.4224484907,2905.58846154
2614,DAVENPORT,52807,Scott,21297,0.334683665419,123.117783806,294990.21,2396,8.71129382304,20872.26,12,15.0034557596,18.5529189235,41.1850459098,3241.65065934
2616,CLINTON,52732,Clinton,26404,0.334193105994,153.822487113,358098.75,2328,11.1226331615,25893.49,12,15.245257732,18.2891866781,51.3698883162,3935.1510989
2618,CEDAR RAPIDS,52402,Linn,5669,0.334445244717,105.54620155,68077.3,645,9.58437209302,6181.92,13,12.4688062016,16.1440370986,35.3856744186,748.102197802
2619,WEST DES MOINES,50266,Polk,18945,0.33444102256,141.91388587,313345.86,2208,8.4810009058,18726.05,14,15.389990942,20.6521810829,47.4469927536,3443.3610989
2620,WINDSOR HEIGHTS,50311,Polk,12363,0.33453106666,57.5288622754,163324.44,2839,3.92110250088,11132.01,13,14.7937654104,18.5282158322,19.2278231772,1794.77406593
2621,SIOUX CITY,51105,Woodbury,15520,0.334315764759,143.432062147,203099.8,1416,10.4576624294,14808.05,12,15.0369279661,18.3345813584,47.9169067797,2231.86593407
2622,IOWA CITY,52240,Johnson,7027,0.334975122686,87.6531844987,104044.33,1187,6.04296545914,7173.0,12,15.0510362258,17.2085586914,29.3092586352,1143.34428571
2623,SIOUX CITY,51104,Woodbury,14134,0.334299489434,86.0568349597,202835.96,2357,5.58186253712,13156.45,12,15.4745311837,19.4598273662,28.7619473908,2228.96659341
2624,DUBUQUE,52002,Dubuque,14447,0.334808373471,125.690169381,192934.41,1535,9.15654723127,14055.3,13,15.07447557,18.727550977,42.0543583062,2120.15835165
2625,DAVENPORT,52804,Scott,30029,0.33404350245,239.713558414,447305.5,1866,15.3899624866,28717.67,12,15.8051554126,19.0130407811,79.9805466238,4915.44505495
2626,DES MOINES,50311,Polk,18425,0.334942961687,112.176287589,205170.43,1829,7.83323127392,14326.98,17,14.5734827775,18.8067779272,37.6161126299,2254.62010989
2627,DES MOINES,50310,Polk,25727,0.334364372516,127.879472681,201282.29,1574,8.05468869123,12678.08,17,12.3382846252,18.1032145303,42.6955654384,2211.8932967
2628,ELDORA,50627,Hardin,2921,0.334294205826,97.7596551724,36855.39,377,8.55636604775,3225.75,13,13.485464191,13.658165972,32.6839522546,405.004285714
2629,COUNCIL BLUFFS,51503,Pottawattamie,25312,0.334180615496,148.090520793,381036.91,2573,9.67741158181,24899.98,13,16.2014418966,19.7710504828,49.4487135639,4187.21879121
2630,WEST DES MOINES,50266,Polk,3587,0.335169878281,136.391935484,46509.65,341,10.8541055718,3701.25,13,14.9019354839,16.1892916492,45.6515542522,511.095054945
2633,DES MOINES,50320,Polk,139970,0.334091495608,520.446319305,2337324.42,4491,30.6440102427,137622.25,32,18.0926608773,20.8068412486,173.617864618,25684.8837363
2635,DAVENPORT,52807,Scott,13770,0.334510826274,131.975858138,208389.88,1579,7.82765041165,12359.86,12,16.7838125396,20.7163438844,44.1141861938,2289.99868132
2636,DES MOINES,50317,Polk,11077,0.334301070544,165.804505119,145742.16,879,11.8265756542,10395.56,27,15.363629124,16.7774247031,55.5443230944,1601.5621978
2641,COUNCIL BLUFFS,51501,Pottawattamie,7837,0.334276747406,84.5801763908,62335.59,737,7.63667571235,5628.23,13,13.7150203528,18.822228128,28.2505698779,685.006483516
2642,PELLA,50219,Marion,9552,0.33434092156,108.66872457,138878.63,1278,7.26625978091,9286.28,12,15.5884663537,17.9397547321,36.3237402191,1526.13879121
2643,WATERLOO,50701,Black Hawk,10480,0.334286323579,106.171883239,169131.81,1593,6.47738857502,10318.48,13,17.1090207156,21.2862792023,35.4661205273,1858.59131868
2644,FORT DODGE,50501,Webster,20424,0.334258523869,198.097655367,280506.28,1416,14.0649717514,19916.0,13,15.3697951977,18.0702231302,66.280720339,3082.48659341
2647,CEDAR RAPIDS,52411,Linn,14660,0.334575252877,95.5731367521,223641.14,2340,6.45818376068,15112.15,13,16.546542735,20.4915566221,32.050025641,2457.59494505
2648,WEST DES MOINES,50265,Polk,21510,0.33455745105,134.572380067,361865.13,2689,8.03252510227,21599.46,16,17.6804983265,22.4730687712,44.9676682782,3976.53989011
2649,DUBUQUE,52001,Dubuque,9594,0.334713898059,70.2539853556,134325.62,1912,5.40390167364,10332.26,13,15.2792520921,16.8608725658,23.4968933054,1476.10571429
2651,WAVERLY,50677,Bremer,12507,0.334552822126,98.0351294242,185580.5,1893,6.88042789223,13024.65,13,15.9940359218,19.2049458459,32.809207607,2039.34615385
2652,MASON CITY,50401,Cerro Gordo,7486,0.334575823876,112.862415865,93901.53,832,8.94287259615,7440.47,12,15.4983533654,17.9424077095,37.8214783654,1031.88494505
2653,WASHINGTON,52353,Washington,4403,0.33423734812,80.9923195266,68438.51,845,5.77885207101,4883.13,13,15.7320473373,18.7945756761,27.2005088757,752.071538462
2655,CLARINDA,51632,Page,2408,0.33408059622,92.3677683616,32698.19,354,7.01971751412,2484.98,13,14.3148870056,15.5664914582,30.8585310734,359.320769231
2656,CORNING,51632,Clayton,1718,0.334262024977,61.3700537634,22829.66,372,4.39607526882,1635.34,13,14.8149193548,16.688106961,20.5037096774,250.875384615
2657,BEDFORD,50833,Taylor,1080,0.33391618395,61.6957746479,13141.2,213,4.74070422535,1009.77,12,13.9904694836,16.3772842611,20.5944131455,144.408791209
2658,MOUNT AYR,50854,Ringgold,698,0.335377289262,107.882098765,8738.45,81,8.95185185185,725.1,8,14.0143209877,14.5505408583,36.1260493827,96.0269230769
2660,SIOUX CENTER,51250,Sioux,3314,0.334148131171,73.5075265554,48441.46,659,4.94195751138,3256.75,13,14.5186039454,16.1790931426,24.5441729894,532.323736264
2661,SHELDON,51201,O'Brien,6327,0.334608855746,101.415296857,87115.74,859,7.80664726426,6705.91,13,13.6989057043,16.7272860192,33.9190454016,957.315824176
2662,MUSCATINE,52761,Muscatine,8700,0.334689060952,88.5391989664,102794.01,1161,7.22823428079,8391.98,12,12.8191645134,17.1600118026,29.7533505599,1129.60450549
2663,URBANDALE,50322,Polk,19431,0.33490822072,176.609487917,306947.29,1738,10.5656386651,18363.08,15,18.0419447641,21.4910230698,59.0892635213,3373.04714286
2665,WAUKEE,50263,Dallas,14901,0.334450618878,114.758585961,225615.38,1966,6.99171414039,13745.71,29,15.8839471007,19.863590276,38.4683926755,2479.28989011
2666,ANKENY,50023,Polk,19751,0.334640004011,135.150404624,327334.28,2422,8.00697770438,19392.9,15,18.7345829893,23.0995723342,45.3905821635,3597.08
2667,SIOUX CITY,51104,Woodbury,2160,0.334442897547,84.4681931464,27114.29,321,6.76230529595,2170.7,12,14.4263862928,15.3893621124,28.2399065421,297.959230769
2668,LEON,50144,Decatur,567,0.334016520111,58.4429457364,7539.14,129,4.28100775194,552.25,5,14.0445736434,16.1556441491,19.5088372093,82.8476923077
2669,CORYDON,50060,Wayne,1492,0.334485618138,78.0794252874,20378.73,261,5.90076628352,1540.1,12,16.3833333333,15.3096332786,26.0894252874,223.942087912
2670,CORALVILLE,52241,Johnson,32925,0.334374804562,191.658312333,501953.12,2619,11.8903283696,31140.77,21,16.3279381443,19.205668694,64.0104009164,5515.96835165
2806,CLINTON,52732,Clinton,7154,0.334739084485,109.202787286,89327.88,818,8.46234718826,6922.2,12,13.2099511002,15.7173474669,36.5377628362,981.625054945
2835,CEDAR FALLS,50613,Black Hawk,1363,0.334070484499,98.2522488038,20534.72,209,8.34468899522,1744.04,9,16.5706220096,14.8767566644,32.8266028708,225.656263736
2836,WATERLOO,50703,Black Hawk,420,0.334389284129,54.6879047619,5742.23,105,4.32819047619,454.46,4,14.5441904762,16.1479187774,18.308952381,63.1014285714
2837,WATERLOO,50702,Black Hawk,1279,0.334513865754,108.023783784,15987.52,148,10.6358108108,1574.1,7,13.3715540541,12.6957609395,36.2324324324,175.687032967
2838,DAVENPORT,52806,Scott,1016,0.334534420905,101.63962406,13518.07,133,9.64135338346,1282.3,7,15.0461654135,13.2994602578,33.9595488722,148.55021978
2839,DAVENPORT,52804,Scott,1504,0.334140269339,165.798867925,17574.68,106,19.0783962264,2022.31,10,13.5000943396,14.259459938,55.350754717,193.128351648
2840,BETTENDORF,52722,Scott,1953,0.334396160135,113.818785047,24357.22,214,12.0502336449,2578.75,11,15.8720560748,15.5024655096,38.0358878505,267.661758242
2841,CEDAR RAPIDS,52403,Linn,2151,0.334375693219,113.889692308,29611.32,260,9.82788461538,2555.25,12,14.9165384615,13.8953699634,38.1550384615,325.399120879
2843,CEDAR RAPIDS,52402,Linn,1393,0.334289978432,50.6039509537,18571.65,367,4.44446866485,1631.12,11,15.1013623978,16.0064574242,16.9402452316,204.084065934
2844,IOWA CITY,52240,Johnson,1579,0.334592811482,112.724578313,18712.28,166,10.2861445783,1707.5,9,14.0204819277,13.509962708,37.6998795181,205.629450549
2846,CEDAR RAPIDS,52404,Linn,1454,0.334160347885,62.7951973684,19089.74,304,5.41253289474,1645.41,11,14.9251973684,15.1360043643,20.9915789474,209.777362637
2850,DES MOINES,50313,Polk,1005,0.333861826093,58.5258461538,11412.54,195,4.40615384615,859.2,7,14.7670769231,17.1217509158,19.5306153846,125.412527473
2851,FORT DODGE,50501,Webster,831,0.334727301521,110.087941176,11228.97,102,10.306372549,1051.25,7,13.6809803922,12.2508683473,36.857745098,123.395274725
2852,DES MOINES,50310,Polk,1175,0.334162218042,123.088928571,17232.45,140,9.23535714286,1292.95,4,15.6575714286,15.1362559524,41.0925714286,189.367582418
3013,BLOOMFIELD,52537,Davis,1668,0.334105848023,60.7999430199,21340.78,351,5.09615384615,1788.75,12,14.4541880342,14.7652163885,20.3060968661,234.514065934
3041,COLFAX,50054,Jasper,1557,0.334278634504,68.6688016529,16617.85,242,6.40376033058,1549.71,12,11.6360743802,13.0285606061,22.9350413223,182.613736264
3045,BRITT,50423,Hancock,1763,0.334354908707,81.0138432836,21711.71,268,8.29384328358,2222.75,11,13.115261194,12.3064534471,27.0972761194,238.59021978
