Store Number,City,Zip Code,County,2015 Total Bottles Sold,2015 Average Margin Ratio,2015 Average Sale (Dollars),2015 Total Sales (Dollars),2015 Total Transactions,2015 Average Volume per Sale (Liters),2015 Total Volume Sold (Liters),2015 DaysOpen,2015 Average Price per Bottle (Dollars),2015 Average Price per Liter (Dollars),2015 Average Margin,2015 Average Sales per Day,Q1_15 Total Bottles Sold,Q1_15 Average Margin Ratio,Q1_15 Average Sale (Dollars),Q1_15 Total Sales (Dollars),Q1_15 Total Transactions,Q1_15 Average Volume per Sale (Liters),Q1_15 Total Volume Sold (Liters),Q1_15 DaysOpen,Q1_15 Average Price per Bottle (Dollars),Q1_15 Average Price per Liter (Dollars),Q1_15 Average Margin,Q1_15 Average Sales per Day,Q1_16 Total Bottles Sold,Q1_16 Average Margin Ratio,Q1_16 Average Sale (Dollars),Q1_16 Total Sales (Dollars),Q1_16 Total Transactions,Q1_16 Average Volume per Sale (Liters),Q1_16 Total Volume Sold (Liters),Q1_16 DaysOpen,Q1_16 Average Price per Bottle (Dollars),Q1_16 Average Price per Liter (Dollars),Q1_16 Average Margin,Q1_16 Average Sales per Day
2835,CEDAR FALLS,50613,Black Hawk,6852,0.334329682719,104.883186925,102680.64,979,8.62268641471,8441.61,44,16.2860674157,14.6259649059,35.087834525,281.316821918,1363,0.334070484499,98.2522488038,20534.72,209,8.34468899522,1744.04,9,16.5706220096,14.8767566644,32.8266028708,225.656263736,1487,0.333893024061,98.5902608696,22675.76,230,8.00217391304,1840.5,9,16.8555217391,15.789378882,32.9356956522,249.184175824
2836,WATERLOO,50703,Black Hawk,1683,0.334933427682,53.3330673317,21386.56,401,4.83114713217,1937.29,19,13.8996009975,13.9811037313,17.9033416459,58.5933150685,420,0.334389284129,54.6879047619,5742.23,105,4.32819047619,454.46,4,14.5441904762,16.1479187774,18.308952381,63.1014285714,346,0.333479447838,42.2846296296,4566.74,108,3.30314814815,356.74,6,16.2635185185,17.9280676808,14.1012962963,50.183956044
2837,WATERLOO,50702,Black Hawk,5725,0.334397588266,114.09742681,74049.23,649,10.2701848998,6665.35,30,14.0668412943,14.2670376892,38.2349306626,202.87460274,1279,0.334513865754,108.023783784,15987.52,148,10.6358108108,1574.1,7,13.3715540541,12.6957609395,36.2324324324,175.687032967,1116,0.334377532908,96.2338356164,14050.14,146,8.69184931507,1269.01,8,13.9619178082,14.3429124271,32.2634246575,154.397142857
2838,DAVENPORT,52806,Scott,4470,0.334223135053,125.55958159,60017.48,478,12.5816945607,6014.05,27,15.7352301255,14.8217057681,41.9222384937,164.431452055,1016,0.334534420905,101.63962406,13518.07,133,9.64135338346,1282.3,7,15.0461654135,13.2994602578,33.9595488722,148.55021978,820,0.333866752998,112.106603774,11883.3,106,9.48820754717,1005.75,8,18.0747169811,16.7177133872,37.4193396226,130.585714286
2839,DAVENPORT,52804,Scott,4162,0.334170416289,152.280351906,51927.6,341,16.0599706745,5476.45,30,14.5608211144,14.2322259911,50.8491202346,142.26739726,1504,0.334140269339,165.798867925,17574.68,106,19.0783962264,2022.31,10,13.5000943396,14.259459938,55.350754717,193.128351648,841,0.33360717839,124.700860215,11597.18,93,10.1048387097,939.75,6,15.6077419355,15.0867844342,41.5907526882,127.441538462
2840,BETTENDORF,52722,Scott,8414,0.334332184717,108.584927386,104675.87,964,11.8677385892,11440.5,49,15.9010373444,16.0969788579,36.282033195,286.783205479,1953,0.334396160135,113.818785047,24357.22,214,12.0502336449,2578.75,11,15.8720560748,15.5024655096,38.0358878505,267.661758242,1899,0.333583784978,81.7907216495,23801.1,291,8.44587628866,2457.75,13,16.5175601375,17.8898903616,27.2887628866,261.550549451
2841,CEDAR RAPIDS,52403,Linn,7468,0.334562659252,118.57175737,104580.29,882,10.2945011338,9079.75,41,15.0551473923,13.6939272217,39.7768253968,286.521342466,2151,0.334375693219,113.889692308,29611.32,260,9.82788461538,2555.25,12,14.9165384615,13.8953699634,38.1550384615,325.399120879,1625,0.333912158631,110.796796117,22824.14,206,9.19106796117,1893.36,10,15.7042718447,15.7304403606,37.0368446602,250.814725275
2843,CEDAR RAPIDS,52402,Linn,6368,0.33423700775,49.2596608253,87140.34,1769,4.17606557377,7387.46,48,15.5437365743,16.2468318833,16.4770435274,238.740657534,1393,0.334289978432,50.6039509537,18571.65,367,4.44446866485,1631.12,11,15.1013623978,16.0064574242,16.9402452316,204.084065934,1385,0.333714365676,46.9237623762,18957.2,404,4.03034653465,1628.26,13,15.9046534653,15.5264141325,15.6703217822,208.320879121
2844,IOWA CITY,52240,Johnson,6842,0.334291267662,105.954810127,83704.3,790,9.36189873418,7395.9,45,14.5066962025,14.2122866184,35.4246202532,229.326849315,1579,0.334592811482,112.724578313,18712.28,166,10.2861445783,1707.5,9,14.0204819277,13.509962708,37.6998795181,205.629450549,1698,0.333844275449,107.205081081,19832.94,185,9.79594594595,1812.25,13,13.6320540541,13.6755546976,35.7875675676,217.944395604
2846,CEDAR RAPIDS,52404,Linn,5736,0.33445066036,60.543011745,72167.27,1192,5.3244966443,6346.8,50,14.7338338926,15.0426608039,20.2525251678,197.718547945,1454,0.334160347885,62.7951973684,19089.74,304,5.41253289474,1645.41,11,14.9251973684,15.1360043643,20.9915789474,209.777362637,1273,0.333680943163,67.6526086957,17116.11,253,5.26031620553,1330.86,11,15.742055336,16.6676273878,22.5780632411,188.089120879
2850,DES MOINES,50313,Polk,3975,0.334460228046,77.9169814503,46204.77,593,6.13912310287,3640.5,33,13.9628330523,15.4133228941,26.0607419899,126.588410959,1005,0.333861826093,58.5258461538,11412.54,195,4.40615384615,859.2,7,14.7670769231,17.1217509158,19.5306153846,125.412527473,904,0.333449757002,77.2060645161,11966.94,155,6.04032258065,936.25,7,14.7952258065,15.9344946237,25.7448387097,131.504835165
2851,FORT DODGE,50501,Webster,3447,0.334802737468,100.28107438,48536.04,484,8.47737603306,4103.05,28,15.0856818182,14.5946303129,33.6023140496,132.975452055,831,0.334727301521,110.087941176,11228.97,102,10.306372549,1051.25,7,13.6809803922,12.2508683473,36.857745098,123.395274725,948,0.333592352837,102.481612903,12707.72,124,8.44056451613,1046.63,7,14.3368548387,14.3602193843,34.1838709677,139.645274725
2852,DES MOINES,50310,Polk,5090,0.333935510311,112.057880184,72949.68,651,8.44393241167,5497.0,22,15.2897235023,14.8783479628,37.4071121352,199.862136986,1175,0.334162218042,123.088928571,17232.45,140,9.23535714286,1292.95,4,15.6575714286,15.1362559524,41.0925714286,189.367582418,1575,0.333826312471,106.395721154,22130.31,208,7.84673076923,1632.12,10,15.9377884615,17.0198019689,35.5372596154,243.19021978
3013,BLOOMFIELD,52537,Davis,7742,0.334612412377,61.8803477141,96100.18,1553,5.15196394076,8001.0,52,13.7150998068,14.5640063778,20.6980424984,263.288164384,1668,0.334105848023,60.7999430199,21340.78,351,5.09615384615,1788.75,12,14.4541880342,14.7652163885,20.3060968661,234.514065934,1683,0.334124490984,55.6612834225,20817.32,374,4.58890374332,1716.25,13,13.2569518717,14.3946409473,18.5771657754,228.761758242
3041,COLFAX,50054,Jasper,7144,0.334430014447,68.3137384045,73642.21,1078,6.53706864564,7046.96,50,11.2513821892,12.8614438113,22.8882189239,201.759479452,1557,0.334278634504,68.6688016529,16617.85,242,6.40376033058,1549.71,12,11.6360743802,13.0285606061,22.9350413223,182.613736264,1793,0.334077125471,56.332147651,16786.98,298,5.60268456376,1669.6,12,10.7840939597,12.7767381751,18.8218456376,184.472307692
3045,BRITT,50423,Hancock,7427,0.334765390414,81.9479341051,92027.53,1123,8.50044523598,9546.0,50,13.2986642921,12.6752817708,27.5077292965,252.130219178,1763,0.334354908707,81.0138432836,21711.71,268,8.29384328358,2222.75,11,13.115261194,12.3064534471,27.0972761194,238.59021978,1559,0.334315557935,76.5092430279,19203.82,251,8.14442231076,2044.25,13,13.3982071713,12.4539840637,25.6149003984,211.030989011
3054,GRINNELL,50112,Poweshiek,8511,0.334221488948,65.2790144231,135780.35,2080,3.93154326923,8177.61,51,18.4864855769,21.9974152358,21.8116586538,372.000958904,1824,0.333927053548,60.8851731602,28128.95,462,3.88586580087,1795.27,12,17.6830952381,20.9169606782,20.3274458874,309.109340659,1557,0.333650078515,57.1172009029,25302.92,443,3.41101580135,1511.08,13,18.6876523702,22.085906428,19.0553950339,278.054065934
3056,CLARION,50525,Wright,6297,0.334576158821,76.0421254682,81212.99,1068,6.16368913858,6582.82,47,13.4763764045,14.7118005917,25.4285205993,222.501342466,1681,0.334467377705,74.1605442177,21803.2,294,5.8869047619,1730.75,13,13.4079931973,14.985600907,24.801292517,239.595604396,1445,0.333800210827,72.5718287938,18650.96,257,5.88229571984,1511.75,11,13.6878599222,14.9293274041,24.2175875486,204.955604396
3065,MONTEZUMA,50171,Poweshiek,6345,0.334460361151,58.5294230769,73044.72,1248,4.90444711538,6120.75,35,11.8336378205,13.7612664072,19.5683173077,200.122520548,1131,0.33482033416,59.0438207547,12517.29,212,5.11910377358,1085.25,8,11.2246698113,12.9792565139,19.7588207547,137.552637363,1244,0.334251842973,62.5055128205,14626.29,234,5.08226495726,1189.25,7,12.0743589744,14.1457997558,20.8806410256,160.728461538
3162,MUSCATINE,52761,Muscatine,18117,0.334535364881,80.5472577481,205314.96,2549,7.40241271087,18868.75,52,12.5519144763,13.0851448747,26.9353354257,562.506739726,4916,0.334391177831,82.3001829268,53988.92,656,7.63490853659,5008.5,13,12.089070122,12.6813857433,27.516875,593.284835165,4163,0.333842016327,83.4661801802,46323.73,555,7.6463963964,4243.75,13,12.5210990991,13.2216585157,27.8647567568,509.051978022
3354,DAVENPORT,52807,Scott,139726,0.334133968201,705.646476331,2385085.09,3380,47.5032692308,160561.05,52,18.2080946746,18.8301392294,235.730677515,6534.47969863,33472,0.333890894316,741.932443258,555707.4,749,49.4015353805,37001.75,12,17.4575967957,18.474440206,247.783217623,6106.67472527,32436,0.333824892015,624.716289382,535381.86,857,42.7036172695,36597.0,13,18.4066394399,19.203002167,208.544737456,5883.31714286
3385,CEDAR RAPIDS,52402,Linn,245312,0.33405808149,805.053234754,3947176.01,4903,55.7391800938,273289.2,52,18.0417417907,18.7846902528,268.869600245,10814.1808493,67609,0.333885457857,933.680767903,1082136.01,1159,62.3168679896,72225.25,13,17.6783175151,18.3502033773,311.754633305,11891.6045055,51114,0.333787180821,659.100470779,812011.78,1232,46.4293831169,57201.0,13,17.8171185065,18.55629329,220.148319805,8923.20637363
3390,MILFORD,51351,Dickinson,88996,0.334155453011,169.055203015,1278226.39,7561,11.8407803201,89528.14,52,15.9418767359,18.5437862012,56.4333884407,3501.99010959,13365,0.334023503767,140.828049853,192089.46,1364,10.1153739003,13797.37,13,15.3501979472,17.321641529,47.0066642229,2110.87318681,15057,0.333773389387,141.265458904,206247.57,1460,10.0513082192,14674.91,13,15.4701643836,18.0211902016,47.137239726,2266.45681319
3393,RICEVILLE,50466,Mitchell,1914,0.333880216994,79.1742201835,25889.97,327,7.00229357798,2289.75,17,14.4634862385,14.4084185234,26.4409174312,70.9314246575,417,0.334049355238,75.3377027027,5574.99,74,6.83108108108,505.5,4,14.6148648649,14.0964543115,25.1651351351,61.2636263736,480,0.333691457248,79.0466666667,6402.78,81,7.50925925926,608.25,4,14.252345679,13.9597178131,26.3974074074,70.3602197802
3400,DES MOINES,50317,Polk,46020,0.334059921413,135.655198756,392450.49,2893,8.75314206706,25322.84,81,12.1935568614,17.0608485681,45.2938472174,1075.20682192,9046,0.334069090887,128.798186196,80241.27,623,8.34298555377,5197.68,16,12.0120385233,17.1822188775,43.0074157303,881.772197802,13073,0.333767149182,141.128389356,100765.67,714,9.12640056022,6516.25,22,12.2753501401,16.7481432573,47.0954481793,1107.31505495
3403,COLUMBUS JUNCTION,52738,Louisa,8463,0.334029385698,46.7184321411,95352.32,2041,3.14774130328,6424.54,43,13.5068054875,17.8581862311,15.5945516903,261.239232877,2411,0.334063353841,47.8646725664,27043.54,565,3.17442477876,1793.55,11,13.7050265487,18.2169702818,15.9763893805,297.181758242,1828,0.333711766081,42.8541791045,20098.61,469,2.9667803838,1391.42,11,13.2686140725,17.6527200569,14.2991044776,220.863846154
3417,MARENGO,52301,Iowa,22252,0.33507210557,81.1394779333,301514.3,3716,7.1967787944,26743.23,51,13.206146394,13.3727183728,27.2886517761,826.066575342,4660,0.334878395865,81.9808730159,61977.54,756,7.44510582011,5628.5,12,12.9485714286,13.0612956664,27.5581746032,681.071868132,5019,0.33445642293,74.4060632497,68230.36,917,6.48099236641,5943.07,13,13.7038058888,13.7747058019,24.9602071974,749.784175824
3420,WINDSOR HEIGHTS,50311,Polk,192664,0.333985719882,1098.66823435,3422351.55,3115,76.2036918138,237374.5,52,18.9451011236,19.193677788,367.225653291,9376.30561644,54266,0.333941017113,1253.55464103,977772.62,780,82.5016025641,64351.25,13,19.0365897436,19.3885769231,419.042435897,10744.7540659,33868,0.333836841088,791.584329349,596063.0,753,55.6533864542,41907.0,13,19.2070252324,18.9769164611,264.605232404,6550.14285714
3443,COUNCIL BLUFFS,51503,Pottawattamie,37800,0.334529610597,137.173173503,494920.81,3608,10.705327051,38624.82,52,11.1326108647,14.5699583468,45.8914772727,1355.94742466,7002,0.334755065186,107.646384804,87839.45,816,9.18290441176,7493.25,13,10.6320833333,14.1530147827,36.1256985294,965.268681319,7429,0.334003856781,101.474976798,87471.43,862,8.89807424594,7670.14,13,10.9119025522,14.818308558,33.8765893271,961.224505495
3447,SIOUX CITY,51106,Woodbury,109582,0.334070741176,764.001254902,1948203.2,2550,51.8006862745,132091.75,51,17.9564823529,17.5593884687,255.153235294,5337.5430137,25486,0.333910635742,819.628581952,445058.32,543,55.1468692449,29944.75,12,17.3866666667,17.073549943,273.720589319,4890.75076923,24938,0.333928250467,658.522408537,431990.7,656,44.9984756098,29519.0,13,17.9349542683,17.6784494774,220.012652439,4747.15054945
3456,CLEAR LAKE,50428,Cerro Gordo,49090,0.334205626838,82.3942851568,633364.87,7687,5.88277871731,45220.92,58,14.8422947834,17.6210233005,27.5122713672,1735.24621918,9907,0.334132881851,85.6247011417,127495.18,1489,6.08564808596,9061.53,13,14.6467696441,17.5729346929,28.5919677636,1401.04593407,10682,0.333737963562,77.768811149,136717.57,1758,5.57234926052,9796.19,16,14.9128612059,17.6398352579,25.9512514221,1502.39087912
3461,STUART,50250,Adair,10211,0.334533949932,77.9797741935,120868.65,1550,6.68640645161,10363.93,51,13.1355677419,14.7298547973,26.1030967742,331.146986301,2078,0.334595548972,79.0551986755,23874.67,302,6.92158940397,2090.32,13,12.7731125828,14.1330111288,26.445794702,262.359010989,2576,0.334231932686,74.6487810945,30008.81,402,6.32567164179,2542.92,13,13.6647263682,15.582707593,24.9642537313,329.767142857
3465,PANORA,50216,Guthrie,8075,0.334940296674,70.8886877828,109664.8,1547,5.83335488041,9024.2,43,14.3241628959,15.6975393234,23.7416031028,300.451506849,1696,0.334304705115,66.2642153846,21535.87,325,5.94307692308,1931.5,11,13.9940615385,14.8775912088,22.1668307692,236.657912088,1400,0.334201230023,72.1945724907,19420.34,269,5.85267657993,1574.37,9,14.6868773234,16.3886475482,24.1483271375,213.41032967
3477,COUNCIL BLUFFS,51501,Pottawattamie,71278,0.334098484831,652.553715187,1241809.72,1903,45.5560956385,86693.25,52,17.5473778245,16.0781115657,218.008349974,3402.21841096,16182,0.333807985724,744.194555256,276096.18,371,52.5525606469,19497.0,13,17.4709973046,15.9950969067,248.721024259,3034.02395604,15828,0.333791323395,515.483302064,274752.6,533,36.669793621,19545.0,13,17.5797373358,16.2572697221,172.214634146,3019.25934066
3484,MARCUS,51035,Cherokee,2870,0.334570939587,64.4362267343,38081.81,591,5.17260575296,3057.01,25,14.1234348562,14.9728902629,21.5487817259,104.333726027,650,0.334806269743,69.1608943089,8506.79,123,5.68601626016,699.38,6,13.1704878049,13.5436216558,23.0999186992,93.4812087912,789,0.334340576777,64.8764150943,10315.35,159,5.37106918239,854.0,7,13.896918239,14.2991554358,21.6883018868,113.355494505
3488,BELLEVUE,52031,Jackson,15623,0.334705664439,139.733249249,232655.86,1665,10.118018018,16846.5,51,15.454972973,15.2165391105,46.7007087087,637.413315068,3368,0.334489669197,132.158629032,49163.01,372,9.94690860215,3700.25,13,14.752016129,14.2072235023,44.1534139785,540.252857143,3018,0.334030230125,131.166434783,45252.42,345,9.6152173913,3317.25,13,15.2692463768,14.9848750863,43.7775072464,497.279340659
3494,WATERLOO,50702,Black Hawk,109737,0.334131405764,698.779187898,1755333.32,2512,51.6755374204,129808.95,52,17.1079936306,16.7290103219,233.533188694,4809.13238356,29068,0.33384525653,738.283282313,434110.57,588,56.8745748299,33442.25,13,16.6591496599,16.2738621639,246.796734694,4770.44582418,28164,0.333919163619,618.876291013,433832.28,701,46.4743223966,32578.5,13,17.107532097,16.6003539162,207.113409415,4767.38769231
3495,MONTICELLO,52310,Jones,27236,0.334354348108,35.8794015294,323739.84,9023,2.79463149728,25215.96,53,13.5901739998,15.4397003707,11.9961176992,886.958465753,6308,0.334290375104,34.3846132339,73789.38,2146,2.69548928239,5784.52,14,13.4116029823,15.0736084883,11.4915517241,810.872307692,6258,0.333889761767,34.5992680653,74215.43,2145,2.72402331002,5843.03,13,13.7164009324,15.3621954523,11.5569324009,815.554175824
3514,FORT DODGE,50501,Webster,22586,0.333945134192,116.238465644,348482.92,2998,7.61169779853,22819.87,52,16.779736491,18.4059227058,38.8099733155,954.747726027,5824,0.334407950373,112.829282051,88006.84,780,7.44238461538,5805.06,13,16.1987948718,17.9524398737,37.6868333333,967.108131868,5086,0.333974224067,114.235804094,78137.29,684,7.61546783626,5208.98,13,16.9509356725,18.2767759219,38.123874269,858.651538462
3521,COUNCIL BLUFFS,51501,Pottawattamie,17249,0.333684246159,314.743144904,395317.39,1256,15.6976512739,19716.25,52,21.4861624204,21.9808431908,105.035207006,1083.06134247,5213,0.333669816299,366.332173913,117958.96,322,18.3928571429,5922.5,13,21.9160248447,22.7183732623,122.170745342,1296.25230769,3552,0.333496516766,282.544511785,83915.72,297,13.4755892256,4002.25,13,21.4233670034,21.1632483566,94.2069360269,922.150769231
3524,AMES,50010,Story,103009,0.334201725115,673.067013248,1676609.93,2491,50.2758932156,125237.25,53,18.1607226014,17.8366093651,225.055138499,4593.45186301,24205,0.333820504204,835.530307377,407738.79,488,60.4323770492,29491.0,13,18.2519262295,18.1035675254,279.334610656,4480.64604396,24963,0.334013438725,570.04704441,372240.72,653,46.1140888208,30112.5,13,17.8845941807,17.5432625975,190.920918836,4090.55736264
3525,WASHINGTON,52353,Washington,40197,0.333843572273,151.80085318,580031.06,3821,9.65450405653,36889.86,52,15.8136822821,18.4416312741,50.6590028788,1589.12619178,9057,0.333917805947,165.3665063,144364.96,873,10.3985452463,9077.93,13,15.9161512027,18.2547831061,55.1990034364,1586.42813187,11843,0.333661677285,149.971529889,148021.9,987,9.85414387031,9726.04,13,15.3104255319,18.164859578,50.0587841945,1626.61428571
3528,MASON CITY,50401,Cerro Gordo,10526,0.334452986249,181.137903846,188383.42,1040,10.6903365385,11117.95,50,19.1390961538,18.0550984365,60.5325769231,516.118958904,1672,0.335130370178,153.826923077,27996.5,182,10.2928571429,1873.3,12,18.1299450549,15.932293956,51.4925274725,307.653846154,1744,0.333519573957,161.576062176,31184.18,193,9.65595854922,1863.6,13,19.0039896373,17.6757223045,53.8810362694,342.683296703
3540,DAVENPORT,52807,Scott,11437,0.334184826472,141.91462585,187753.05,1323,8.15922146636,10794.65,51,17.4106802721,18.7836830076,47.4065003779,514.391917808,2063,0.334548655231,137.259751037,33079.6,241,8.27365145228,1993.95,12,16.9813278008,17.9408051768,45.8929460581,363.512087912,1953,0.3335488768,133.832771084,33324.36,249,7.42136546185,1847.92,12,17.8807228916,19.8964280933,44.6338955823,366.201758242
3542,ST ANSGAR,50472,Mitchell,8230,0.33421931617,100.37035828,126065.17,1256,7.86744426752,9881.51,52,19.7617117834,16.4873960977,33.5494028662,345.384027397,2424,0.334421186271,109.401656977,37634.17,344,8.39209302326,2886.88,13,19.1786046512,16.1319095704,36.5771802326,413.562307692,2079,0.333934397763,96.0452994012,32079.13,334,7.57859281437,2531.25,13,19.8479640719,16.4319746222,32.0687724551,352.517912088
3549,FORT MADISON,52627,Lee,27496,0.334398916457,240.232827869,410317.67,1708,15.6567271663,26741.69,52,17.9469203747,21.6978604242,80.2930854801,1124.158,6758,0.334483035811,201.02049569,93273.51,464,13.5679310345,6295.52,13,17.6646336207,21.931236915,67.2766810345,1024.98362637,4616,0.33393020436,134.575450122,55310.51,411,9.91145985401,4073.61,13,16.5736009732,21.5598414528,45.2892214112,607.807802198
3562,WEST BURLINGTON,52655,Des Moines,43785,0.334508893008,162.597521563,640959.43,3942,12.2983891426,48480.25,52,15.7430010147,14.7382221981,54.3592110604,1756.05323288,11246,0.334651359687,165.435902637,163119.8,986,12.6739350913,12496.5,13,15.8317444219,14.8910001932,55.3243204868,1792.52527473,8940,0.333930822362,148.107285383,127668.48,862,11.7877030162,10161.0,13,15.190812065,13.6144553088,49.4500928074,1402.95032967
3563,MUSCATINE,52761,Muscatine,28241,0.334596940431,164.147476711,405280.12,2469,12.6299716484,31183.4,52,15.4458120697,14.2398318193,54.8853057918,1110.35649315,6534,0.334809185511,162.233989455,92311.14,569,12.7934973638,7279.5,13,15.3323725835,13.7292426144,54.2578207381,1014.40813187,6157,0.333717799384,158.783373913,91300.44,575,12.0260869565,6915.0,13,16.1745217391,14.4331246377,53.0001043478,1003.30153846
3565,IOWA CITY,52246,Johnson,14932,0.33429308061,73.5616433824,200087.67,2720,5.31397794118,14454.02,52,14.4814154412,19.3959320667,24.7353419118,548.18539726,3678,0.334326405019,74.0662264151,47106.12,636,5.68537735849,3615.9,12,14.2063993711,19.3172719239,24.9870597484,517.64967033,2989,0.334134745071,67.3348251748,38515.52,572,4.95608391608,2834.88,13,14.0193356643,19.1500870984,22.5676048951,423.247472527
3573,OTTUMWA,52501,Wapello,44745,0.333909388844,129.577307458,637649.93,4921,8.25145702093,40605.42,58,15.315246901,18.1032093725,43.2302540134,1746.98610959,10492,0.333956546982,134.643952641,147839.06,1098,8.65634790528,9504.67,13,15.1935245902,18.1348768666,44.9216484517,1624.60505495,10380,0.333606834899,123.154675,147785.61,1200,7.893625,9472.35,15,15.204675,18.2003792554,41.070275,1624.01769231
3584,OELWEIN,50662,Fayette,20917,0.334471824137,141.142246415,265770.85,1883,11.9553850239,22511.99,52,14.2935369092,14.9697766907,47.3793998938,728.139315068,5154,0.335272612093,147.725714286,66181.12,448,12.5107366071,5604.81,12,14.1459821429,14.5720014655,49.6088169643,727.265054945,4542,0.333883986632,139.99443418,60617.59,433,11.3297459584,4905.78,13,15.3281524249,16.099480847,46.9389145497,666.127362637
3587,KEOKUK,52632,Lee,3678,0.334471547784,121.960290698,41954.34,344,11.1627906977,3840.0,25,12.4260755814,11.9386351052,40.7666860465,114.94339726,924,0.334468970971,120.052771084,9964.38,83,11.3855421687,945.0,6,11.9119277108,11.3380837636,40.1320481928,109.498681319,684,0.333886599999,97.3616,7302.12,75,10.1,757.5,4,11.7896,10.1107047619,32.4976,80.2430769231
3592,FORT DODGE,50501,Hardin,38232,0.334804101295,160.956733115,540975.58,3361,13.1444510562,44178.5,52,15.0391788158,13.9760990918,53.8952157096,1482.12487671,7861,0.334870834187,151.574413408,108527.28,716,12.7531424581,9131.25,13,14.9155307263,13.7400146316,50.7467318436,1192.60747253,8050,0.334105571697,143.388813559,109979.22,767,12.3396349413,9464.5,12,14.2450977836,12.7207133544,47.9200782269,1208.56285714
3606,GRUNDY CENTER,50638,Grundy,5186,0.333954778586,84.9881517748,69435.32,817,6.53806609547,5341.6,29,15.000244798,15.7063024912,28.3662056304,190.233753425,1297,0.333966635544,90.2704,18054.08,200,6.70435,1340.87,7,14.71425,15.0029380952,30.1292,198.396483516,1561,0.333559663886,97.6915207373,21199.06,217,7.33640552995,1592.0,8,15.4970506912,16.1966644722,32.5830414747,232.956703297
3611,LOGAN,51546,Harrison,5467,0.335483031044,103.310257235,64258.98,622,9.63303858521,5991.75,52,12.3409485531,11.8111920073,34.6648553055,176.052,1266,0.335483791938,101.003076923,14443.44,143,9.56643356643,1368.0,13,12.062027972,11.6477788878,33.9029370629,158.719120879,1332,0.33520963032,106.924965517,15504.12,145,9.55862068966,1386.0,12,12.0042758621,11.8344039409,35.8369655172,170.374945055
3612,MAQUOKETA,52060,Jackson,41049,0.334149039952,64.648491671,496759.01,7684,4.87103982301,37429.07,52,13.1850754815,15.4998196852,21.5773451327,1360.98358904,10847,0.334354614854,67.1376479514,132731.13,1977,5.04645928174,9976.85,13,13.0466717248,15.3474825088,22.4121648963,1458.58384615,11004,0.333880805364,66.2682555879,136380.07,2058,4.88448979592,10052.28,13,13.449494655,16.1462779732,22.1139358601,1498.68208791
3618,CEDAR RAPIDS,52404,Linn,40941,0.334396246522,194.890640545,572004.03,2935,15.7992333901,46370.75,51,15.3234446337,14.4710633569,65.1626780238,1567.13432877,9160,0.334299961627,208.933986711,125778.26,602,16.9186046512,10185.0,13,15.2211295681,14.6667663344,69.842358804,1382.17868132,8916,0.333763771425,173.432243767,125218.08,722,14.3476454294,10359.0,13,15.1881163435,13.9842527371,57.9177839335,1376.02285714
3621,SHELDON,51201,O'Brien,22132,0.334300948328,75.7066013948,282234.21,3728,5.95542381974,22201.82,52,15.1308154506,17.9735292485,25.3312473176,773.244410959,5577,0.33416956288,76.9700969828,71428.25,928,6.171875,5727.5,13,14.5985344828,17.4400805151,25.7473060345,784.925824176,5331,0.333993196683,76.9066778523,68754.57,894,6.1015212528,5454.76,13,15.4176510067,17.1502113505,25.708098434,755.544725275
3622,SPIRIT LAKE,51360,Dickinson,30736,0.334334946017,209.69265653,468872.78,2236,16.283765653,36410.5,52,16.4385330948,15.3715925547,70.1398389982,1284.5829589,5502,0.334515821817,176.273642384,79851.96,453,14.0894039735,6382.5,13,15.8671081678,14.7186208346,58.9348344371,877.494065934,4830,0.334077165856,188.005758355,73134.24,389,15.0501285347,5854.5,12,16.316092545,14.3920308483,62.8548586118,803.672967033
3624,NEWTON,50208,Jasper,12075,0.334223269365,160.959022346,172869.99,1074,12.6780726257,13616.25,49,15.6139199255,14.5998527977,53.7851675978,473.616410959,3027,0.334069544649,169.515061224,41531.19,245,13.5153061224,3311.25,11,14.9401632653,14.609154519,56.6268979592,456.386703297,2364,0.333968139818,153.341621622,34041.84,222,12.7297297297,2826.0,12,15.7998198198,13.7889360789,51.2386486486,374.086153846
3625,ANKENY,50021,Polk,33588,0.334253012976,172.548668535,492453.9,2854,13.0984583041,37383.0,52,15.6588822705,14.7021483632,57.6565942537,1349.18876712,7950,0.334337321706,176.851384615,114953.4,650,13.7792307692,8956.5,13,15.6167692308,14.5803692308,59.0984307692,1263.22417582,6846,0.333659367207,152.919812207,97715.76,639,11.9507042254,7636.5,12,15.3215492958,14.1274312542,51.0202816901,1073.79956044
3626,SPENCER,51301,Clay,25809,0.33437561096,169.479149798,376752.15,2223,14.108974359,31364.25,52,15.7169680612,14.0388912452,56.721511471,1032.19767123,5292,0.334206791309,154.783016529,74914.98,484,13.6797520661,6621.0,13,15.4935123967,13.2382615112,51.7415702479,823.241538462,4854,0.334168324688,152.157073171,68622.84,451,12.9611973392,5845.5,12,15.0500665188,13.3586970753,50.8507317073,754.097142857
3628,CEDAR RAPIDS,52402,Linn,29344,0.334593856147,170.467860152,404690.7,2374,13.850673968,32881.5,52,14.9120176917,14.0014117222,57.0169755687,1108.74164384,6708,0.334720050924,165.199852941,89868.72,544,13.5772058824,7386.0,13,14.5734007353,13.7799807423,55.2477573529,987.568351648,6384,0.333864619732,155.842027972,89141.64,572,12.5034965035,7152.0,13,15.0990559441,13.8876956377,52.0305944056,979.578461538
