Store Number,City,Zip Code,County,2015 Total Bottles Sold,2015 Average Margin Ratio,2015 Average Sale (Dollars),2015 Total Sales (Dollars),2015 Total Transactions,2015 Average Volume per Sale (Liters),2015 Total Volume Sold (Liters),2015 DaysOpen,2015 Average Price per Bottle (Dollars),2015 Average Price per Liter (Dollars),2015 Average Margin,2015 Average Sales per Day
2852,DES MOINES,50310,Polk,5090,0.333935510311,112.057880184,72949.68,651,8.44393241167,5497.0,22,15.2897235023,14.8783479628,37.4071121352,199.862136986
3013,BLOOMFIELD,52537,Davis,7742,0.334612412377,61.8803477141,96100.18,1553,5.15196394076,8001.0,52,13.7150998068,14.5640063778,20.6980424984,263.288164384
3041,COLFAX,50054,Jasper,7144,0.334430014447,68.3137384045,73642.21,1078,6.53706864564,7046.96,50,11.2513821892,12.8614438113,22.8882189239,201.759479452
3045,BRITT,50423,Hancock,7427,0.334765390414,81.9479341051,92027.53,1123,8.50044523598,9546.0,50,13.2986642921,12.6752817708,27.5077292965,252.130219178
3054,GRINNELL,50112,Poweshiek,8511,0.334221488948,65.2790144231,135780.35,2080,3.93154326923,8177.61,51,18.4864855769,21.9974152358,21.8116586538,372.000958904
3056,CLARION,50525,Wright,6297,0.334576158821,76.0421254682,81212.99,1068,6.16368913858,6582.82,47,13.4763764045,14.7118005917,25.4285205993,222.501342466
3065,MONTEZUMA,50171,Poweshiek,6345,0.334460361151,58.5294230769,73044.72,1248,4.90444711538,6120.75,35,11.8336378205,13.7612664072,19.5683173077,200.122520548
3162,MUSCATINE,52761,Muscatine,18117,0.334535364881,80.5472577481,205314.96,2549,7.40241271087,18868.75,52,12.5519144763,13.0851448747,26.9353354257,562.506739726
3354,DAVENPORT,52807,Scott,139726,0.334133968201,705.646476331,2385085.09,3380,47.5032692308,160561.05,52,18.2080946746,18.8301392294,235.730677515,6534.47969863
3385,CEDAR RAPIDS,52402,Linn,245312,0.33405808149,805.053234754,3947176.01,4903,55.7391800938,273289.2,52,18.0417417907,18.7846902528,268.869600245,10814.1808493
3390,MILFORD,51351,Dickinson,88996,0.334155453011,169.055203015,1278226.39,7561,11.8407803201,89528.14,52,15.9418767359,18.5437862012,56.4333884407,3501.99010959
3393,RICEVILLE,50466,Mitchell,1914,0.333880216994,79.1742201835,25889.97,327,7.00229357798,2289.75,17,14.4634862385,14.4084185234,26.4409174312,70.9314246575
3400,DES MOINES,50317,Polk,46020,0.334059921413,135.655198756,392450.49,2893,8.75314206706,25322.84,81,12.1935568614,17.0608485681,45.2938472174,1075.20682192
3403,COLUMBUS JUNCTION,52738,Louisa,8463,0.334029385698,46.7184321411,95352.32,2041,3.14774130328,6424.54,43,13.5068054875,17.8581862311,15.5945516903,261.239232877
3417,MARENGO,52301,Iowa,22252,0.33507210557,81.1394779333,301514.3,3716,7.1967787944,26743.23,51,13.206146394,13.3727183728,27.2886517761,826.066575342
3420,WINDSOR HEIGHTS,50311,Polk,192664,0.333985719882,1098.66823435,3422351.55,3115,76.2036918138,237374.5,52,18.9451011236,19.193677788,367.225653291,9376.30561644
3443,COUNCIL BLUFFS,51503,Pottawattamie,37800,0.334529610597,137.173173503,494920.81,3608,10.705327051,38624.82,52,11.1326108647,14.5699583468,45.8914772727,1355.94742466
3447,SIOUX CITY,51106,Woodbury,109582,0.334070741176,764.001254902,1948203.2,2550,51.8006862745,132091.75,51,17.9564823529,17.5593884687,255.153235294,5337.5430137
3456,CLEAR LAKE,50428,Cerro Gordo,49090,0.334205626838,82.3942851568,633364.87,7687,5.88277871731,45220.92,58,14.8422947834,17.6210233005,27.5122713672,1735.24621918
3461,STUART,50250,Adair,10211,0.334533949932,77.9797741935,120868.65,1550,6.68640645161,10363.93,51,13.1355677419,14.7298547973,26.1030967742,331.146986301
3465,PANORA,50216,Guthrie,8075,0.334940296674,70.8886877828,109664.8,1547,5.83335488041,9024.2,43,14.3241628959,15.6975393234,23.7416031028,300.451506849
3477,COUNCIL BLUFFS,51501,Pottawattamie,71278,0.334098484831,652.553715187,1241809.72,1903,45.5560956385,86693.25,52,17.5473778245,16.0781115657,218.008349974,3402.21841096
3484,MARCUS,51035,Cherokee,2870,0.334570939587,64.4362267343,38081.81,591,5.17260575296,3057.01,25,14.1234348562,14.9728902629,21.5487817259,104.333726027
3488,BELLEVUE,52031,Jackson,15623,0.334705664439,139.733249249,232655.86,1665,10.118018018,16846.5,51,15.454972973,15.2165391105,46.7007087087,637.413315068
3494,WATERLOO,50702,Black Hawk,109737,0.334131405764,698.779187898,1755333.32,2512,51.6755374204,129808.95,52,17.1079936306,16.7290103219,233.533188694,4809.13238356
3495,MONTICELLO,52310,Jones,27236,0.334354348108,35.8794015294,323739.84,9023,2.79463149728,25215.96,53,13.5901739998,15.4397003707,11.9961176992,886.958465753
3514,FORT DODGE,50501,Webster,22586,0.333945134192,116.238465644,348482.92,2998,7.61169779853,22819.87,52,16.779736491,18.4059227058,38.8099733155,954.747726027
3521,COUNCIL BLUFFS,51501,Pottawattamie,17249,0.333684246159,314.743144904,395317.39,1256,15.6976512739,19716.25,52,21.4861624204,21.9808431908,105.035207006,1083.06134247
3524,AMES,50010,Story,103009,0.334201725115,673.067013248,1676609.93,2491,50.2758932156,125237.25,53,18.1607226014,17.8366093651,225.055138499,4593.45186301
3525,WASHINGTON,52353,Washington,40197,0.333843572273,151.80085318,580031.06,3821,9.65450405653,36889.86,52,15.8136822821,18.4416312741,50.6590028788,1589.12619178
3528,MASON CITY,50401,Cerro Gordo,10526,0.334452986249,181.137903846,188383.42,1040,10.6903365385,11117.95,50,19.1390961538,18.0550984365,60.5325769231,516.118958904
3540,DAVENPORT,52807,Scott,11437,0.334184826472,141.91462585,187753.05,1323,8.15922146636,10794.65,51,17.4106802721,18.7836830076,47.4065003779,514.391917808
3542,ST ANSGAR,50472,Mitchell,8230,0.33421931617,100.37035828,126065.17,1256,7.86744426752,9881.51,52,19.7617117834,16.4873960977,33.5494028662,345.384027397
3549,FORT MADISON,52627,Lee,27496,0.334398916457,240.232827869,410317.67,1708,15.6567271663,26741.69,52,17.9469203747,21.6978604242,80.2930854801,1124.158
3562,WEST BURLINGTON,52655,Des Moines,43785,0.334508893008,162.597521563,640959.43,3942,12.2983891426,48480.25,52,15.7430010147,14.7382221981,54.3592110604,1756.05323288
3563,MUSCATINE,52761,Muscatine,28241,0.334596940431,164.147476711,405280.12,2469,12.6299716484,31183.4,52,15.4458120697,14.2398318193,54.8853057918,1110.35649315
3565,IOWA CITY,52246,Johnson,14932,0.33429308061,73.5616433824,200087.67,2720,5.31397794118,14454.02,52,14.4814154412,19.3959320667,24.7353419118,548.18539726
3573,OTTUMWA,52501,Wapello,44745,0.333909388844,129.577307458,637649.93,4921,8.25145702093,40605.42,58,15.315246901,18.1032093725,43.2302540134,1746.98610959
3584,OELWEIN,50662,Fayette,20917,0.334471824137,141.142246415,265770.85,1883,11.9553850239,22511.99,52,14.2935369092,14.9697766907,47.3793998938,728.139315068
3587,KEOKUK,52632,Lee,3678,0.334471547784,121.960290698,41954.34,344,11.1627906977,3840.0,25,12.4260755814,11.9386351052,40.7666860465,114.94339726
3592,FORT DODGE,50501,Hardin,38232,0.334804101295,160.956733115,540975.58,3361,13.1444510562,44178.5,52,15.0391788158,13.9760990918,53.8952157096,1482.12487671
3606,GRUNDY CENTER,50638,Grundy,5186,0.333954778586,84.9881517748,69435.32,817,6.53806609547,5341.6,29,15.000244798,15.7063024912,28.3662056304,190.233753425
3611,LOGAN,51546,Harrison,5467,0.335483031044,103.310257235,64258.98,622,9.63303858521,5991.75,52,12.3409485531,11.8111920073,34.6648553055,176.052
3612,MAQUOKETA,52060,Jackson,41049,0.334149039952,64.648491671,496759.01,7684,4.87103982301,37429.07,52,13.1850754815,15.4998196852,21.5773451327,1360.98358904
3618,CEDAR RAPIDS,52404,Linn,40941,0.334396246522,194.890640545,572004.03,2935,15.7992333901,46370.75,51,15.3234446337,14.4710633569,65.1626780238,1567.13432877
3621,SHELDON,51201,O'Brien,22132,0.334300948328,75.7066013948,282234.21,3728,5.95542381974,22201.82,52,15.1308154506,17.9735292485,25.3312473176,773.244410959
3622,SPIRIT LAKE,51360,Dickinson,30736,0.334334946017,209.69265653,468872.78,2236,16.283765653,36410.5,52,16.4385330948,15.3715925547,70.1398389982,1284.5829589
3624,NEWTON,50208,Jasper,12075,0.334223269365,160.959022346,172869.99,1074,12.6780726257,13616.25,49,15.6139199255,14.5998527977,53.7851675978,473.616410959
3625,ANKENY,50021,Polk,33588,0.334253012976,172.548668535,492453.9,2854,13.0984583041,37383.0,52,15.6588822705,14.7021483632,57.6565942537,1349.18876712
3626,SPENCER,51301,Clay,25809,0.33437561096,169.479149798,376752.15,2223,14.108974359,31364.25,52,15.7169680612,14.0388912452,56.721511471,1032.19767123
3628,CEDAR RAPIDS,52402,Linn,29344,0.334593856147,170.467860152,404690.7,2374,13.850673968,32881.5,52,14.9120176917,14.0014117222,57.0169755687,1108.74164384
3629,COUNCIL BLUFFS,51503,Pottawattamie,30820,0.334500539991,156.90425,451884.24,2880,11.4796875,33061.5,52,15.4090833333,14.7005689484,52.4456284722,1238.0390137
3635,OGDEN,50212,Boone,4949,0.335180420044,72.2783427923,63677.22,881,5.95715096481,5248.25,43,13.7895346198,14.8387667523,24.2601589103,174.458136986
3644,ALTOONA,50009,Polk,40585,0.334712494039,160.589788006,575714.39,3585,12.4660390516,44690.75,52,15.1665941423,14.3900595072,53.71827894,1577.29969863
3645,WINDSOR HEIGHTS,50311,Polk,20850,0.334323494353,150.817168675,300427.8,1992,11.4081325301,22725.0,52,15.5092168675,14.5900592848,50.3996686747,823.089863014
3647,CLINTON,52732,Clinton,28494,0.33460134598,165.770206101,402158.52,2426,13.3602638087,32412.0,52,15.0938623248,13.8834002669,55.4205605936,1101.80416438
3648,FAIRBANK,50629,Buchanan,3340,0.335197466119,55.1025994695,41547.36,754,4.84068965517,3649.88,28,14.7324668435,15.4780943572,18.5737400531,113.828383562
3650,HOLSTEIN,51025,Ida,15094,0.333733330418,94.803551251,234923.2,2478,6.38747780468,15828.17,52,16.4739225182,17.8640880237,31.6751008878,643.625205479
3651,INDIANOLA,50125,Warren,10993,0.334029671728,148.017345455,162819.08,1100,11.6938636364,12863.25,49,15.8033909091,13.724634632,49.4264454545,446.079671233
3652,IDA GROVE,51445,Ida,2044,0.333551512663,152.031359223,31318.46,206,9.77427184466,2013.5,15,15.7741747573,16.9881229773,50.701407767,85.804
3654,BELMOND,50421,Wright,7185,0.334008225292,139.811072902,101642.65,727,10.9559834938,7965.0,51,15.5417469051,14.6463424379,46.6585006878,278.473013699
3656,ANKENY,50021,Polk,12447,0.334520864029,173.662485597,210999.92,1215,10.0058847737,12157.15,39,18.3773251029,18.3520062708,58.066781893,578.081972603
3660,KNOXVILLE,50138,Marion,8568,0.334227246053,139.570663667,124078.32,889,10.6383577053,9457.5,49,15.4679527559,13.9608693556,46.6486839145,339.94060274
3663,WATERLOO,50702,Black Hawk,25541,0.334654422538,175.021782631,344617.89,1969,14.37595226,28306.25,52,14.484900965,13.7016931486,58.5484357542,944.15860274
3664,NORTHWOOD,50459,Worth,7816,0.33413735728,65.2345619524,104244.83,1598,5.32634543179,8511.5,52,14.4995369212,15.740703856,21.7917459324,285.602273973
3666,CEDAR RAPIDS,52404,Linn,17894,0.334339516642,172.966475073,294907.84,1705,10.7392961877,18310.5,51,17.8181173021,17.7312172183,57.8053958944,807.966684932
3670,CORALVILLE,52241,Johnson,38436,0.334750902521,154.693062606,548541.6,3546,11.6081500282,41162.5,52,14.9975860124,14.1716087879,51.7334038353,1502.85369863
3676,GREENE,50636,Butler,3176,0.334117379224,40.6520786517,36180.35,890,3.54613483146,3156.06,42,14.0333033708,16.2678423648,13.5909550562,99.1242465753
3678,DES MOINES,50320,Polk,12271,0.333622504076,109.453998574,153563.96,1403,6.63883820385,9314.29,52,18.2653741981,22.4035984359,36.5388168211,420.723178082
3679,MONONA,52159,Clayton,7341,0.334075458158,51.6946246371,124635.74,2411,3.65724180838,8817.61,52,18.5281211116,15.6827253875,17.2669348818,341.467780822
3688,FREDERICKSBURG,50630,Chickasaw,2982,0.334852808544,73.9477665996,36752.04,497,7.60412474849,3779.25,34,12.7222535211,12.05709016,24.7886921529,100.690520548
3690,WATERLOO,50702,Black Hawk,8872,0.33434127966,130.486994633,145884.46,1118,7.50876565295,8394.8,43,17.339391771,18.3615146094,43.5957155635,399.683452055
3691,URBANDALE,50322,Polk,17864,0.334344098029,228.86120509,305758.57,1336,13.2224550898,17665.2,45,18.3196257485,18.2896717227,76.4344610778,837.694712329
3695,REMSEN,51050,Plymouth,7544,0.334598998074,96.7143726592,103290.95,1068,7.40732209738,7911.02,50,14.113511236,15.8883269855,32.3468258427,282.98890411
3696,DES MOINES,50315,Polk,9978,0.334599158016,146.327192308,152180.28,1040,10.2100961538,10618.5,50,16.0250096154,14.9915929487,48.9246346154,416.932273973
3698,WEST DES MOINES,50266,Polk,7172,0.333899259215,102.61498253,146842.04,1431,4.38192872117,6270.54,53,22.0222361985,29.5690036339,34.246512928,402.306958904
3700,AVOCA,51521,Pottawattamie,22126,0.333901934841,92.1592518913,328916.37,3569,6.40667413841,22865.42,53,15.2948444943,16.6051921517,30.7564051555,901.140739726
3704,EMMETSBURG,50536,Palo Alto,16704,0.334157951819,49.7056871487,256431.64,5159,3.64816049622,18820.86,52,16.5890424501,16.725961861,16.6174452413,702.552438356
3705,ROCK RAPIDS,51246,Lyon,20768,0.334259943089,90.1349658173,290054.32,3218,6.57730577999,21165.77,52,15.2932628962,17.1405131218,30.1104443754,794.669369863
3707,CEDAR RAPIDS,52402,Linn,16711,0.334245826883,141.355285571,282145.15,1996,8.03950400802,16046.85,44,17.6392334669,19.2931002282,47.2165380762,773.000410959
3710,COLUMBUS JUNCTION,52738,Louisa,11352,0.333906964303,226.523645833,43492.54,192,13.3269791667,2558.78,29,5.7690625,20.5965195541,75.6099479167,119.157643836
3712,MONTEZUMA,50171,Poweshiek,7574,0.334544686466,87.8953058511,132194.54,1504,5.88853058511,8856.35,52,17.6286635638,17.0360206909,29.3904986702,362.176821918
3713,MASON CITY,50401,Cerro Gordo,27527,0.3345349443,190.309898649,394322.11,2072,16.1589044402,33481.25,52,15.3490926641,13.8822586873,63.7212162162,1080.33454795
3715,DAVENPORT,52807,Scott,21061,0.333899618835,86.6454203057,158734.41,1832,4.40176310044,8064.03,50,12.3147161572,23.8202066685,28.9088700873,434.888794521
3717,SUMNER,50674,Bremer,6649,0.33411564464,37.0250899844,94636.13,2556,2.95304381847,7547.98,50,15.4003169014,15.4781533132,12.376056338,259.277068493
3719,MARSHALLTOWN,50158,Marshall,17817,0.334667136472,165.070342893,264772.83,1604,12.829021197,20577.75,52,16.0252805486,14.4286616791,55.2336097257,725.405013699
3721,DECORAH,52101,Winneshiek,32133,0.334661081753,155.226457105,474061.6,3054,11.6907170923,35703.45,52,15.6244629993,14.5559437249,51.915929928,1298.79890411
3722,SIOUX CITY,51106,Woodbury,25015,0.334511831673,165.282565648,383951.4,2323,11.8599870857,27550.75,51,16.190835127,15.2106516614,55.2595953508,1051.92164384
3723,ONAWA,51040,Monona,23847,0.334075985836,42.3033607703,272391.34,6439,3.07061034322,19771.66,53,13.9225842522,16.9604293981,14.1275959,746.277643836
3726,OTTUMWA,52501,Wapello,16146,0.334526380621,159.631209843,233540.46,1463,12.1886534518,17832.0,52,15.1642310321,14.0594583862,53.3723171565,639.836876712
3728,COUNCIL BLUFFS,51503,Pottawattamie,26645,0.333733374146,90.4810801494,314964.64,3481,5.97210571675,20788.9,52,15.5726141913,18.5356291332,30.180459638,862.916821918
3731,DAVENPORT,52807,Scott,33504,0.33470431101,151.989262268,467670.96,3077,11.0353428664,33955.75,52,14.9488950276,14.8273660182,50.8272115697,1281.29030137
3732,ELDRIDGE,52748,Scott,22029,0.334926176344,94.69348378,335688.4,3545,7.0537461213,25005.53,53,15.9955317348,16.5434169817,31.6685359661,919.694246575
3735,OSKALOOSA,52577,Buchanan,22541,0.334627928574,97.7071291355,274654.74,2811,7.43438633938,20898.06,52,14.2062184276,16.3471013425,32.7334222697,752.478739726
3738,DUBUQUE,52001,Dubuque,13109,0.334659488047,64.1918105009,106365.83,1657,6.48557030779,10746.59,52,10.8676403138,13.800022756,21.5451599276,291.413232877
3740,WATERLOO,50702,Black Hawk,13867,0.334653677818,116.41287844,203024.06,1744,7.54894495413,13165.36,51,13.1134575688,14.9006485593,38.8938876147,556.23030137
3742,LEMARS,51031,Plymouth,12492,0.334420454299,170.35987049,184159.02,1081,13.658186864,14764.5,52,15.7200277521,14.0822479186,57.0516743756,504.545260274
3744,DYERSVILLE,52040,Dubuque,19339,0.33437718778,124.556666667,257084.96,2064,11.6276937984,23999.56,52,13.8001598837,14.5776451758,42.126749031,704.342356164
3749,STORM LAKE,50588,Buena Vista,13255,0.334462757507,213.125357143,202895.34,952,17.0543592437,16235.75,49,16.8906827731,15.2078696479,71.2952310924,555.877643836
3756,MANNING,51455,Carroll,6764,0.334315189437,47.943863747,98524.64,2055,3.42983941606,7048.32,52,15.5881508516,16.7513431511,16.0428515815,269.930520548
3757,SIOUX CITY,51108,Woodbury,38772,0.334631217337,162.544444773,548912.59,3377,12.5367930115,42336.75,52,15.1589931892,14.3389362212,54.3752561445,1503.87010959
3762,WINDSOR HEIGHTS,50322,Polk,21696,0.33388447689,95.1398093341,334321.29,3514,5.88545532157,20681.49,77,18.6077433125,23.1891223208,31.7471969266,915.948739726
3763,HAWARDEN,51023,Sioux,9503,0.334383279977,89.0912814975,123747.79,1389,7.19786897048,9997.84,52,15.532462203,15.1366966643,29.7833549316,339.035041096
3769,CEDAR FALLS,50613,Black Hawk,39129,0.334484414933,175.667110121,551946.06,3142,14.1915181413,44589.75,52,15.0751686824,14.0362589797,58.7837778485,1512.1809863
3773,CEDAR RAPIDS,52401,Linn,131925,0.333772299457,245.524061798,2296386.55,9353,13.4890730247,126163.3,104,20.2952410991,23.7752870905,81.898356677,6291.47
3774,DUBUQUE,52001,Dubuque,17122,0.335345662745,110.407853577,132710.24,1202,12.0207986689,14449.0,48,9.71328618968,11.3057923302,37.1932861897,363.58969863
3776,DAVENPORT,52806,Scott,30661,0.334720483983,142.879347241,424637.42,2972,10.959539031,32571.75,52,14.7629710633,13.9590671666,47.7838257066,1163.39019178
3778,DES MOINES,50310,Polk,13331,0.333682449399,54.5613327638,127728.08,2341,2.74200768902,6419.04,54,12.7558052114,23.1927946642,18.2011149082,349.939945205
3779,FORT DODGE,50501,Webster,6287,0.334653829782,115.311635802,74721.94,648,10.8700925926,7043.82,47,13.3992438272,14.9727452601,38.8947839506,204.717643836
3782,GUTTENBERG,52052,Clayton,529,0.334137216661,76.0389361702,7147.66,94,6.39893617021,601.5,4,13.5071276596,13.5078470111,25.5141489362,19.582630137
3782,GUTTENBURG,52052,Clayton,6746,0.334234813383,83.1338674033,90283.38,1086,6.83904235727,7427.2,44,13.5827163904,13.4062663334,27.8032965009,247.351726027
3783,POCAHONTAS,50574,Pocahontas,13659,0.334252506578,74.4815183028,179053.57,2404,6.68368552413,16067.58,51,13.99828203,15.5345990121,25.0502537438,490.557726027
3784,INDEPENDENCE,50644,Buchanan,15827,0.334090584777,116.501630707,232187.75,1993,8.06976417461,16083.04,51,15.8090466633,18.0257375358,38.9224736578,636.130821918
3785,DES MOINES,50315,Polk,15218,0.333711111291,71.4694056848,138293.3,1935,5.01942635659,9712.59,53,14.7276175711,20.0636576907,23.8475142119,378.885753425
3789,OSKALOOSA,52577,Mahaska,16515,0.334494856071,183.731020882,237564.21,1293,13.780162413,17817.75,51,15.4592807425,14.8306695393,61.44774942,650.860849315
3790,MT PLEASANT,52641,Henry,18984,0.334163177308,181.582289157,271283.94,1494,14.1034136546,21070.5,50,15.9331325301,14.74127016,60.6904016064,743.243671233
3803,STRAWBERRY POINT,52076,Clayton,3661,0.334214967569,123.159602122,46431.17,377,10.9350132626,4122.5,38,13.4354376658,12.0457799672,41.1474270557,127.208684932
3805,DAVENPORT,52084,Scott,43092,0.333597817007,124.39874146,345952.9,2781,5.82243797195,16192.2,52,13.3519669184,25.6784783011,41.489895721,947.816164384
3806,WEST DES MOINES,50266,Polk,14880,0.334180866244,200.456477093,253777.9,1266,11.0971011058,14048.93,49,17.8206240126,19.0583651615,66.9480173776,695.281917808
3808,LA PORTE CITY,50651,Black Hawk,8811,0.334471761994,58.1550470219,111308.76,1914,4.59809299896,8800.75,50,13.7556530825,15.9384228213,19.488615465,304.955506849
3811,KEOKUK,52632,Lee,14628,0.334214747254,146.224387187,209978.22,1436,11.0483983287,15865.5,50,15.2626810585,14.1929662422,48.8411699164,575.282794521
3813,MOUNT AYR,50854,Ringgold,5639,0.334749750175,83.6367705088,80542.21,963,6.96277258567,6705.15,50,14.4605711319,13.5805799806,27.9782139148,220.663589041
3814,WEST DES MOINES,50266,Dallas,117461,0.333652742062,2350.00765802,2899909.45,1234,118.253484603,145924.8,40,26.0309967585,26.5986123009,784.994821718,7944.95739726
3816,RED OAK,51566,Montgomery,14130,0.33430067376,81.3885996956,160416.93,1971,6.29476407915,12406.98,51,15.3213901573,17.3895827687,27.2017554541,439.498438356
3818,KNOXVILLE,50138,Marion,18440,0.334152292707,31.4786769133,198661.93,6311,2.22268261765,14027.35,52,13.4223847251,17.1399720185,10.5119537316,544.279260274
3819,DECORAH,52101,Winneshiek,21309,0.334439304016,96.2389331046,280536.49,2915,7.68481303602,22401.23,52,15.7470325901,17.5840824854,32.2883979417,768.593123288
3822,SWISHER,52338,Johnson,2768,0.334128547546,40.0681011609,48322.13,1206,2.36104477612,2847.42,47,18.8280845771,20.2603962885,13.3793532338,132.38939726
3825,DES MOINES,50316,Polk,30545,0.33375527112,95.2650374532,203486.12,2136,5.81529026217,12421.46,48,11.5810205993,20.4003031042,31.7823782772,557.496219178
3829,MOUNT VERNON,52314,Linn,11460,0.334818257983,63.1921143617,142561.41,2256,5.17415780142,11672.9,49,13.1887987589,15.4313004475,21.1552039007,390.579205479
3830,CRESTON,50801,Union,20742,0.334391013224,156.363404908,305846.82,1956,12.4263803681,24306.0,52,15.780506135,13.9850596455,52.2833128834,837.936493151
3831,MADRID,50156,Boone,7606,0.334663320499,54.7045216837,85776.69,1568,4.56244897959,7153.92,52,12.9215561224,15.3550152805,18.3152678571,235.004630137
3833,ATLANTIC,50022,Cass,12450,0.334206643733,171.694894009,186288.96,1085,13.4129032258,14553.0,47,16.4095391705,14.543307878,57.3815668203,510.380712329
3838,BETTENDORF,52722,Iowa,28423,0.334833650314,143.061419379,377968.27,2642,10.1338001514,26773.5,52,15.2729560939,15.4284884737,47.8624413323,1035.52950685
3841,DUBUQUE,52001,Dubuque,7685,0.334362715203,40.5975811796,61261.75,1509,3.90005301524,5885.18,50,10.8778661365,14.6137510232,13.5906096753,167.840410959
3842,BANCROFT,50517,Kossuth,20620,0.333989211886,103.118299207,312242.21,3028,7.0364002642,21306.22,53,16.4306770145,18.3691460037,34.4458157199,855.458109589
3849,DYERSVILLE,52040,Dubuque,6081,0.334410728848,90.6824489796,79981.92,882,7.01692743764,6188.93,49,13.983968254,17.1251522514,30.3583333333,219.128547945
3853,DAVENPORT,52804,Scott,23334,0.333811026918,145.83357213,148604.41,1019,8.59329735034,8756.57,47,9.74666339549,19.3687465105,48.6448773307,407.135369863
3855,STORM LAKE,50588,Buena Vista,5622,0.334387103051,53.4089660377,70766.88,1325,3.56313207547,4721.15,49,14.3945660377,19.4440024382,17.881645283,193.881863014
3857,WAUKON,52172,Allamakee,22359,0.334095204531,101.834469027,322204.26,3164,7.554494311,23902.42,52,15.6264412137,15.6177190457,34.0784102402,882.75139726
3858,DAVENPORT,52806,Scott,21638,0.334499800602,69.329555864,199807.78,2882,5.18452463567,14941.8,50,13.2208258154,17.686599799,23.1696634282,547.418575342
3859,INDEPENDENCE,50644,Buchanan,16370,0.333963594625,202.052284768,244079.16,1208,15.6779801325,18939.0,51,16.0194039735,15.0392853201,67.4964072848,668.710027397
3868,MARION,52302,Linn,39087,0.33434445573,166.152660113,557774.48,3357,12.9982871612,43635.25,52,15.4063509085,14.3520376754,55.5233095025,1528.14926027
3869,CORALVILLE,52241,Johnson,23689,0.33409110268,56.2927186481,379750.68,6746,2.68348206345,18102.77,52,18.205259413,24.3011943173,18.8039742069,1040.41282192
3870,ALTOONA,50009,Polk,5004,0.334041714505,171.290059289,86672.77,506,9.55494071146,4834.8,26,18.4667193676,19.0979503106,57.1929249012,237.459643836
3871,WEST DES MOINES,50266,Polk,5470,0.333928568086,173.489341865,94898.67,547,9.02961608775,4939.2,41,18.2614808044,20.2038162706,57.9146983547,259.996356164
3872,DUBUQUE,52003,Dubuque,3376,0.333921885721,170.474757576,56256.67,330,9.42575757576,3110.5,31,17.4466666667,19.3864978355,56.8954848485,154.127863014
3873,CORALVILLE,52241,Johnson,8741,0.333896610362,182.858716381,149578.43,818,9.75568459658,7980.15,51,18.2190831296,19.6466452645,61.0325061125,409.803917808
3876,MANSON,50563,Calhoun,6730,0.334305030941,76.4215296367,79936.92,1046,6.27825047801,6567.05,40,12.4377820268,13.6074627204,25.5370745698,219.005260274
3877,DES MOINES,50322,Polk,7908,0.334116835233,169.538255528,138004.14,814,9.2972972973,7568.0,44,18.4119287469,19.1781138119,56.6265356265,378.093534247
3879,SIOUX CITY,51106,Woodbury,5840,0.334144235722,163.71572327,104123.2,636,9.49198113208,6036.9,39,18.9880660377,18.1575024334,54.6755345912,285.269041096
3881,MARSHALLTOWN,50158,Marshall,28389,0.334054280504,183.682317421,450205.36,2451,10.0531905345,24640.37,63,19.9878457772,21.372153656,61.311876785,1233.43934247
3882,DAVENPORT,52802,Scott,8786,0.333649874591,55.0555113025,51146.57,929,4.6906350915,4357.6,36,8.6747255113,15.5621904637,18.3680301399,140.127589041
3886,ANAMOSA,52205,Jones,16338,0.334418461372,194.861818182,237926.28,1221,15.5012285012,18927.0,52,15.9457166257,14.9503166803,65.222014742,651.852821918
3888,GRINNELL,50112,Poweshiek,13094,0.334369455713,176.388153434,197731.12,1121,13.1480820696,14739.0,51,16.2322836753,15.4438277898,59.0183853702,541.72909589
3889,WAVERLY,50677,Bremer,15216,0.334638851506,215.102300885,218759.04,1017,17.9601769912,18265.5,51,15.4647787611,14.6136105258,72.0272566372,599.339835616
3890,CEDAR RAPIDS,52405,Linn,24760,0.333767400762,29.7427136047,162216.76,5454,1.99237990466,10866.44,52,9.59852585259,19.6124073382,9.92522185552,444.429479452
3896,IOWA CITY,52240,Johnson,27035,0.333603493329,51.5619717445,167885.78,3256,2.91469287469,9490.24,50,9.67308968059,21.8100350353,17.2017383292,459.961041096
3899,WEST DES MOINES,50266,Polk,29699,0.334621449132,162.489996365,447009.98,2751,11.4330243548,31452.25,52,15.9286550345,15.4374482007,54.3194183933,1224.68487671
3901,FORT DODGE,50501,Webster,4102,0.334133889913,181.940384615,75687.2,416,9.84375,4095.0,21,19.8501682692,19.984115728,60.7530769231,207.362191781
3907,MUSCATINE,52761,Muscatine,10201,0.333713607159,33.5713408053,80873.36,2409,2.39436695724,5768.03,52,10.663528435,19.3649446164,11.201079286,221.570849315
3909,MELCHER-DALLAS,50163,Marion,9639,0.333782432811,102.294254826,132471.06,1295,6.94521235521,8994.05,52,15.1501003861,17.7289012048,34.1353204633,362.934410959
3910,RIVERSIDE,52327,Washington,5580,0.33356721502,193.469950166,116468.91,602,8.99335548173,5414.0,46,22.6049335548,24.3866457048,64.5219601329,319.09290411
3912,CEDAR RAPIDS,52405,Linn,19065,0.333810598464,30.6783639749,131824.93,4297,2.03236909472,8733.09,50,10.1042285315,21.0180972195,10.2395648127,361.164191781
